description,category
DEBIT CARD ROAD TRIP PAYMENT  #7701,Travel
ONLINE ORDER OLIVE GARDEN SHOP,Food & Dining
TAILORING,Other
Purchase at Road Trip,Travel
Verizon,Bills & Utilities
PURCHASE AT BOOK CLUB,Entertainment
credit card youtube ad revenue,Income
FOOD TRUCK,Food & Dining
HULU PREMIUM SHOP  #5470,Subscriptions
CREDIT CARD TEMU  8/12,Shopping
SALESFORCE,Subscriptions
POS Transaction Optimum,Bills & Utilities
Zoo  2/27,Entertainment
PAYMENT TO REI,Travel
Purchase at Zara,Shopping
Debit Card Surgery payment,Health & Fitness
PAYMENT TO BRAKE SERVICE ONLINE,Transportation
Online order Patreon  #9473,Subscriptions
Online order Verizon,Bills & Utilities
DHL,Other
Purchase at Costco Grocery,Groceries
TACO BELL  3/26,Food & Dining
ACH Carpet Cleaning  #5484,Rent & Housing
Online order Texaco,Transportation
purchase at part time job,Income
Payment to Samsung payment,Shopping
DEBIT CARD RENTER INSURANCE  #9351,Rent & Housing
CREDIT CARD PLANET FITNESS  #9253,Health & Fitness
AVIS  2/25,Travel
Pet Food online,Groceries
College,Education
STEAM,Entertainment
pos transaction metro  #2939,Transportation
TRANSFER TO AIRPORT PARKING,Transportation
PURCHASE AT TEXACO  5/22,Transportation
Online order Tinder,Subscriptions
POS Transaction Swiggy,Food & Dining
MEIJER  9/4,Groceries
Textbook  2/19,Education
POS TRANSACTION TRAVEL ADAPTER  #5270,Travel
TRANSFER TO AIRPORT PARKING INC,Transportation
SAT PREP,Education
HBO Max,Entertainment
ELECTRICIAN LLC  11/17,Bills & Utilities
ADOBE LLC  10/26,Subscriptions
Payment to Notebook inc  10/12,Education
DEBIT CARD UBER,Transportation
Kitchen Remodel  #4893  1/17,Rent & Housing
PANERA BREAD  #8952,Food & Dining
Online order Fiverr  2/4,Income
POS Transaction Apple TV  #264,Entertainment
DEBIT CARD SKI RESORT  7/23,Travel
SQUARESPACE  #1038  8/3,Subscriptions
TRANSFER TO OLIVE GARDEN,Food & Dining
Tour Guide  #4630,Travel
DEBIT CARD RUNNING SHOES SHOP,Health & Fitness
Cold Stone shop  #8867,Food & Dining
SPEEDING TICKET,Other
TOLL SHOP,Transportation
THAI RESTAURANT,Food & Dining
DONATION  #3135,Other
Credit Card Quizlet  #6874,Education
Best Buy  #9475  1/22,Shopping
Samsonite  9/1,Travel
Venmo Deposit  #7146,Income
SUBWAY  #9984  7/12,Food & Dining
TUTORING INCOME  #5639,Income
DEBIT CARD KHAN ACADEMY  #4743  4/24,Education
Security Deposit store  2/6,Rent & Housing
POS TRANSACTION CERTIFICATION,Education
LAUNDRY,Bills & Utilities
ONLINE ORDER LOWE'S  5/21,Shopping
ACH Sweet frog,Food & Dining
payment to peloton,Health & Fitness
HelloFresh llc,Subscriptions
PAYMENT TO BABY FOOD,Groceries
LEGAL FEE,Other
ONLINE ORDER QUIZLET,Education
TARGET GROCERY  6/27,Groceries
ACH Babysitter,Other
Udemy,Education
Storage Unit  9/20,Rent & Housing
Wedding Gift  6/17,Other
Meat Market,Groceries
TRAVEL ADAPTER STORE  2/21,Travel
transfer to spotify  #9148,Subscriptions
Aldi  7/27,Groceries
POS Transaction Spotify  11/18,Subscriptions
ACH BLUE CROSS,Health & Fitness
Payment to Property Management,Rent & Housing
credit card dropbox,Subscriptions
Lululemon,Shopping
Purchase at Slack store  12/17,Subscriptions
ATM  #4153  1/8,Other
ONLINE ORDER BLUE APRON  #6497,Subscriptions
Payment to Wawa Gas  #4420,Transportation
Jewelry Store,Shopping
Adsense,Income
HOME INSURANCE ONLINE,Rent & Housing
ONLINE ORDER CHINESE TAKEAWAY PAYMENT,Food & Dining
DEBIT CARD HOSPITAL  #8404,Health & Fitness
Transfer to Road Trip,Travel
DOMINION ENERGY ONLINE  #8123,Bills & Utilities
Debit Card Dairy  #9158,Groceries
Credit Card Home Cleaning,Bills & Utilities
PAYPAL TRANSFER,Income
ONLINE ORDER GAS BILL SHOP,Bills & Utilities
TRANSFER TO FOOD LION STORE  1/5,Groceries
LANDSCAPING LLC,Rent & Housing
Online order Microsoft 365  #3958  10/2,Subscriptions
Music Royalty,Income
HOME DEPOT,Rent & Housing
COLLEGE TUITION,Education
Online order Vegetable Stand shop  12/16,Groceries
ONLINE ORDER CLUB ENTRY,Entertainment
WINDOW REPLACEMENT ONLINE  5/22,Rent & Housing
BLUE CROSS  #8861,Health & Fitness
CASHBACK STORE,Income
Google One,Subscriptions
Online order Walmart Grocery  #6296,Groceries
ZOOM  #1372,Subscriptions
Home Cleaning  #7317,Bills & Utilities
online order zomato  #5624,Food & Dining
CREDIT CARD ITALIAN BISTRO,Food & Dining
Thai Restaurant,Food & Dining
Credit Card Home Cleaning,Bills & Utilities
ONLINE ORDER DISNEY+,Subscriptions
Purchase at YouTube Premium llc  #725,Subscriptions
STRIPE PAYOUT,Income
ONLINE ORDER CONTACT LENSES,Health & Fitness
Stop & Shop,Groceries
ACH Breakfast Diner,Food & Dining
PURCHASE AT FIVERR,Income
payment to target grocery  #9164,Groceries
Online order Airtel store  8/6,Bills & Utilities
PURCHASE AT LANGUAGE APP  9/26,Education
ACH Uber Earnings  11/7,Income
Ticketmaster llc,Entertainment
PROTEIN POWDER,Health & Fitness
POS Transaction Fiverr inc,Income
CREDIT CARD TJ MAXX,Shopping
Bookstore  #236  1/13,Education
Burger King  #4095,Food & Dining
WAYFAIR,Shopping
ACH Bulk Food store,Groceries
1Password,Subscriptions
ACH PET GROOMING  2/18,Other
purchase at 1password,Subscriptions
transfer to parking ticket llc,Other
PLUMBING  12/26,Bills & Utilities
BONUS,Income
PURCHASE AT VEGETABLE STAND INC,Groceries
QUIKTRIP  5/24,Transportation
ACH VICTORIA'S SECRET,Shopping
TRANSFER TO AMAZON  #5839,Shopping
Zoo  #1702  5/4,Entertainment
CAR WASH STORE,Transportation
TJ MAXX ONLINE,Shopping
Transfer to DHL  #1371,Other
WATCH STORE,Shopping
COURSERA  #9142,Education
Credit Card BSNL,Bills & Utilities
CALM INC  #3825,Health & Fitness
travel insurance  #2029,Travel
post office llc,Other
Purchase at Chevron  #369,Transportation
Commission  #8409,Income
PAYMENT TO HULU PREMIUM  #5634,Subscriptions
Transfer to PG&E,Bills & Utilities
Debit Card Tithe,Other
transfer to pet supplies,Other
Payment to Student Loan,Education
Consulting  #6648,Income
DEBIT CARD SOLD ITEMS SHOP  4/26,Income
Spotify,Entertainment
LYFT,Transportation
BOOKING.COM  #5520,Travel
LAWN CARE  6/19,Bills & Utilities
YOUTUBE PREMIUM,Subscriptions
PAYMENT TO RESTAURANT,Food & Dining
NOTION  11/24,Subscriptions
APPLE TV,Entertainment
RENTAL INCOME,Income
DEBIT CARD BLUE CROSS SHOP  8/17,Health & Fitness
ACH State Farm,Transportation
PLUMBER,Rent & Housing
RAILWAY STORE,Transportation
Transfer to Texaco  #398,Transportation
Tutoring,Education
CONTACT LENSES,Health & Fitness
PAYMENT TO MEDIUM INC,Subscriptions
Notebook,Education
RESTAURANT  #5575,Food & Dining
KARAOKE,Entertainment
WINDOW REPLACEMENT  #8837,Rent & Housing
VENMO DEPOSIT  10/27,Income
Pest Control payment,Bills & Utilities
Ice Cream shop  #8696,Food & Dining
Zelle Transfer  #4057  4/25,Income
POS TRANSACTION WEDDING GIFT,Other
RUNNING SHOES,Health & Fitness
Pharmacy  #182,Health & Fitness
disney+ store  #3095  11/17,Subscriptions
ADT Security,Bills & Utilities
Online order Ambulance  #5418  11/7,Health & Fitness
Electrician,Bills & Utilities
HULU,Entertainment
Purchase at Italian Bistro online  12/5,Food & Dining
DIRECT DEPOSIT,Income
Credit Card Roof Repair  #2820,Rent & Housing
CHICK-FIL-A  12/13,Food & Dining
StubHub,Entertainment
YouTube Ad Revenue inc  #5542,Income
MARSHALLS STORE,Shopping
SPIRIT AIRLINES  10/17,Travel
YouTube Ad Revenue,Income
eventbrite  #3481  2/20,Entertainment
DEBIT CARD WEDDING GIFT,Other
Debit Card Farmers Market  #730,Groceries
Purchase at Wix  #7702,Subscriptions
ACH Hostel  #117,Travel
Home Cleaning,Bills & Utilities
Crunch Fitness  5/10,Health & Fitness
DEBIT CARD SHEIN  #4478,Shopping
POS Transaction McDonald's,Food & Dining
Sweet frog,Food & Dining
Eventbrite,Entertainment
Apple TV,Entertainment
PURCHASE AT HOME DEPOT,Rent & Housing
BATH & BODY WORKS  #1129,Shopping
Payment to BP Fuel online  #524,Transportation
Debit Card Direct Deposit  11/8,Income
H&M,Shopping
ACH ENTERPRISE RENT-A-CAR ONLINE  #9973,Travel
optimum,Bills & Utilities
Transfer to Breakfast Diner,Food & Dining
Currency Exchange llc,Other
Coding Bootcamp,Education
TRANSFER TO DOMINION ENERGY,Bills & Utilities
TAX REFUND,Income
ACH PAINT SUPPLIES,Rent & Housing
Frozen Food,Groceries
Online order Passport Photo  6/28,Other
SUSHI BAR  #9390,Food & Dining
Transfer to Spotify  #622,Subscriptions
payment to coding bootcamp inc  #8253,Education
Zomato payment,Food & Dining
Conference  1/27,Education
Fitness App  #8038  4/17,Health & Fitness
PEST CONTROL STORE,Bills & Utilities
Roof Repair,Rent & Housing
UBER,Transportation
Online order Birthday Party  11/7,Other
Railway,Transportation
Payment to Italian Bistro payment,Food & Dining
ACH Dunkin Donuts,Food & Dining
PURCHASE AT SALLIE MAE  11/28,Education
Dry Cleaning,Other
Debit Card Bank Fee  #383,Other
Credit Card Slack store,Subscriptions
BUMBLE  8/19,Subscriptions
maintenance fee,Other
SUBWAY PAYMENT  6/28,Food & Dining
Walmart  #9425,Shopping
NORDSTROM INC  #1949,Shopping
AIRBNB  #6666,Travel
cleaning supplies  #3811,Groceries
CHATGPT PLUS ONLINE,Subscriptions
Walmart Grocery,Groceries
USPS INC,Other
credit card victoria's secret  4/8,Shopping
PURCHASE AT CONFERENCE  #9969,Education
PHYSICAL THERAPY,Health & Fitness
PURCHASE AT HOSTEL  #3258,Travel
Coursera,Education
Online order McAfee,Subscriptions
TRANSFER TO UNDER ARMOUR,Shopping
Debit Card Chiropractor  #9936,Health & Fitness
YOGA CLASS,Health & Fitness
CINEMARK  #6373,Entertainment
Amtrak inc  #7212  5/18,Transportation
ONLINE ORDER MEDIUM  #3651  8/19,Subscriptions
Delta,Travel
StubHub,Entertainment
Transfer to Pasta,Groceries
Wendy's  #3830,Food & Dining
Organic Food  #4194,Groceries
Debit Card Payroll,Income
Transfer to Stock Sale  #4583,Income
Wegmans store,Groceries
FOOD LION  #6523,Groceries
Late Fee inc  #7623,Other
PG&E  #4532,Bills & Utilities
Educational Software  3/13,Education
Indian Curry House,Food & Dining
PROGRESSIVE,Transportation
CREDIT CARD WINN-DIXIE,Groceries
FREELANCE,Income
Travel Adapter  #5573,Travel
BAR,Entertainment
ACH LANDSCAPING STORE  #5168,Rent & Housing
ZOO  3/17,Entertainment
Transfer to Physical Therapy,Health & Fitness
VERIZON,Bills & Utilities
TRANSFER TO FOOD LION INC,Groceries
SURGERY,Health & Fitness
AMAZON,Shopping
pos transaction playstation store,Entertainment
VETERINARY LLC,Other
Transfer to Jersey Mikes online,Food & Dining
GOFUNDME ONLINE,Other
COSTCO GROCERY  12/7,Groceries
Spotify payment  1/10,Entertainment
cinemark  2/3,Entertainment
CREDIT CARD SQUARESPACE  1/17,Subscriptions
PAYMENT TO MAINTENANCE FEE SHOP  #8687,Other
pos transaction pet supplies,Other
FEDEX  #2193,Other
ART CLASS ONLINE,Education
Crunch Fitness store,Health & Fitness
Online order Vrbo  1/9,Travel
CAR RENTAL,Transportation
HOLIDAY INN,Travel
MYNTRA  #3627,Shopping
transfer to grammarly  #1134,Subscriptions
ACH BABY FOOD  4/27,Groceries
Payroll,Income
U-HAUL,Rent & Housing
ACH Food truck,Food & Dining
Cold Stone,Food & Dining
PAINT SUPPLIES PAYMENT  #4405,Rent & Housing
ESCAPE ROOM SHOP,Entertainment
KEY DUPLICATION  #9779,Other
payment to mailchimp online  #7313,Subscriptions
Purchase at Car Battery,Transportation
POS Transaction Political Contribution,Other
POS Transaction Coding Bootcamp,Education
DEBIT CARD STRIPE PAYOUT  #2612,Income
Asian Grocery store  #5161,Groceries
Online order HBO Max inc  #7042,Entertainment
Transfer to Burger King,Food & Dining
WEGMANS,Groceries
AMAZON  #1759,Shopping
POS Transaction Navient  #3755  11/27,Education
POS TRANSACTION ZARA,Shopping
Geico,Transportation
Tour Guide inc,Travel
School Supplies store,Education
PG&E  4/8,Bills & Utilities
DEBIT CARD GAP,Shopping
POS TRANSACTION PAYPAL TRANSFER,Income
HBO MAX,Entertainment
Online order Tax Refund,Income
JEWELRY STORE  #816,Shopping
FIRESTONE,Transportation
POS Transaction Ajio,Shopping
TRANSFER TO APARTMENT,Rent & Housing
SPOTIFY  #5647,Subscriptions
Interest Income  #7280,Income
ROOF REPAIR LLC  #5525,Rent & Housing
Transfer to Victoria's Secret inc  #460,Shopping
TRAVEL ADAPTER  #8287,Travel
POS Transaction Renter Insurance  #3194  7/26,Rent & Housing
TRANSFER TO SOUTHWEST  #9764,Travel
h-e-b,Groceries
TRANSFER TO SOLD ITEMS,Income
RAILWAY  #3085,Transportation
BAKERY  #274,Groceries
Lyft store,Transportation
SLACK,Subscriptions
Brake Service,Transportation
Sprint  #6119,Bills & Utilities
TRANSFER TO HOME DEPOT,Shopping
WATER BILL,Bills & Utilities
KITCHEN REMODEL ONLINE  #3383,Rent & Housing
SPEEDING TICKET SHOP  2/7,Other
Debit Card Steam,Entertainment
Epic Games,Entertainment
Payment to Kitchen Remodel,Rent & Housing
Grubhub shop,Food & Dining
Breakfast Diner shop  #6712,Food & Dining
T-Mobile  #8897,Bills & Utilities
ONLINE ORDER STRIPE PAYOUT,Income
Tithe,Other
Gas Bill llc  #3137  7/19,Bills & Utilities
Venmo Deposit  #3353,Income
DEBIT CARD ZOOM  #6080,Subscriptions
PAYMENT TO EXXON LLC  #1495,Transportation
ONLINE ORDER ORGANIC FOOD  #3689,Groceries
ACH Salesforce  7/8,Subscriptions
Debit Card Notion,Subscriptions
LAWN CARE SHOP  #8947,Bills & Utilities
PAYMENT TO PET SUPPLIES  12/27,Other
Ulta inc,Shopping
MAILCHIMP,Subscriptions
PURCHASE AT CLUB ENTRY,Entertainment
PURCHASE AT AMC CINEMA  #5287  5/1,Entertainment
NETFLIX  #4632,Entertainment
CARPET CLEANING,Rent & Housing
PURCHASE AT BAR INC,Entertainment
PARKING,Transportation
Debit Card Taxi,Transportation
TRANSFER TO ANYTIME FITNESS,Health & Fitness
ACH Window Replacement  #7253  3/18,Rent & Housing
daycare llc  #4212,Other
nordvpn,Subscriptions
ACH Peloton,Health & Fitness
DASHLANE,Subscriptions
POS Transaction Sewer Service online,Bills & Utilities
Debit Card Escape Room payment,Entertainment
MTA online,Transportation
Transfer to Rent,Rent & Housing
PAYMENT TO CINEMARK,Entertainment
Gym Membership  9/19,Health & Fitness
flight booking  6/6,Transportation
DEBIT CARD COURSERA,Education
POS TRANSACTION SPA PAYMENT,Health & Fitness
TRANSFER TO INDIAN GROCERY,Groceries
AMAZON,Shopping
SHELL INC,Transportation
POS TRANSACTION ARCADE,Entertainment
HULU PREMIUM LLC,Subscriptions
LIBERTY UTILITIES PAYMENT  #6492,Bills & Utilities
YOUTUBE PREMIUM,Subscriptions
POS Transaction Museum inc  2/25,Entertainment
American Airlines  #5838,Travel
Debit Card HOA Dues  #6519,Bills & Utilities
Subway,Food & Dining
Home Depot,Shopping
ACH PAINT SUPPLIES STORE,Rent & Housing
POS TRANSACTION COFFEE SHOP LLC  11/24,Food & Dining
ONLINE ORDER ALDI SHOP,Groceries
Udemy payment  #6289,Education
CONCERT TICKETS  #421  11/21,Entertainment
Transfer to Consulting  #999,Income
ACH GNC,Health & Fitness
Electrician Service,Rent & Housing
daycare,Other
Credit Card Plumber  11/1,Rent & Housing
Payment to Ski Resort  #8695,Travel
toefl exam,Education
Carnival Cruise,Travel
PURCHASE AT XBOX GAME PASS  #9207,Entertainment
CHEVRON  8/23,Transportation
Purchase at Library Fine  8/1,Education
Credit Card Cinemark,Entertainment
TRANSFER TO LOWE'S PAYMENT,Shopping
ONLINE ORDER STOCK SALE,Income
DOMINION ENERGY,Bills & Utilities
CREDIT CARD ENTERPRISE RENT-A-CAR PAYMENT  #2837,Travel
Marriott,Travel
THEME PARK,Entertainment
Gas Bill  #4617,Bills & Utilities
Debit Card Safeway,Groceries
PLUMBER,Rent & Housing
Beverage,Groceries
Online order Tutoring Income  #3991,Income
Dentist,Health & Fitness
stock sale  #4611,Income
Book Store shop  9/19,Shopping
DEBIT CARD WAYFAIR INC,Shopping
AT&T INC,Bills & Utilities
Purchase at Snacks,Groceries
Hostel,Travel
PART TIME JOB ONLINE,Income
Debit Card Sold Items online,Income
transfer to amtrak,Transportation
UPS  #1118,Other
POS TRANSACTION PUBLIX,Groceries
ALAMO,Travel
RENTAL INCOME,Income
pest control,Bills & Utilities
SPIRIT AIRLINES,Travel
PANERA BREAD,Food & Dining
School Supplies,Education
POS TRANSACTION BATHROOM RENOVATION,Rent & Housing
Lowe's llc,Shopping
Amazon,Shopping
Under Armour  #1197,Shopping
DEBIT CARD FREELANCE,Income
Purchase at Airbnb store  #430,Travel
Airbnb,Travel
Laundry  #2401,Bills & Utilities
direct deposit  #9457,Income
DEBIT CARD CONCERT TICKETS,Entertainment
Payment to Shoe Repair  3/25,Other
POS Transaction Hiking Gear shop,Travel
Maintenance Fee  #794,Other
Domain Name  #8771,Subscriptions
RUNNING SHOES,Health & Fitness
ACH Music Royalty  6/26,Income
Nintendo payment,Entertainment
patreon  4/10,Subscriptions
Duke Energy,Bills & Utilities
Payment to CVS,Health & Fitness
indian grocery  9/3,Groceries
Transfer to Bookstore  #5467,Education
pos transaction personal trainer  #2233,Health & Fitness
MOBIL,Transportation
POS TRANSACTION SUBSTACK SHOP  2/26,Subscriptions
BOWLING ALLEY SHOP,Entertainment
POS Transaction Starbucks  #9925,Food & Dining
PAYMENT TO FLIGHT BOOKING  #5144,Transportation
TRADER JOE'S  3/21,Groceries
Payment to College Tuition shop  11/11,Education
PAYMENT TO BATH & BODY WORKS,Shopping
CVS  9/7,Health & Fitness
plumber  9/7,Rent & Housing
CREDIT CARD GOFUNDME SHOP,Other
Transfer to Lululemon,Shopping
Electrician  #8484  3/18,Bills & Utilities
TRANSFER TO MOVING COMPANY INC,Rent & Housing
Purchase at Sewer Service online,Bills & Utilities
BOWLING ALLEY,Entertainment
ELECTRICITY BOARD  #6488,Bills & Utilities
LAWN CARE,Bills & Utilities
ACH SPORTS EVENT,Entertainment
POS Transaction YouTube Premium  #5304  11/3,Subscriptions
KEY DUPLICATION ONLINE  #6552,Other
Cinemark  #786  2/13,Entertainment
American Airlines inc  #8629,Travel
PATREON PAYMENT,Subscriptions
Debit Card Asian Grocery payment  7/16,Groceries
Jewelry Store store,Shopping
Transfer to Gap payment  #4118,Shopping
Transfer to Waste Management  11/11,Bills & Utilities
X-Ray payment  #531,Health & Fitness
STUBHUB,Entertainment
UBER EARNINGS  5/9,Income
Urgent Care  #3620,Health & Fitness
PAYMENT TO LYFT STORE,Transportation
ACH T-MOBILE PAYMENT,Bills & Utilities
Credit Card Charity,Other
Credit Card Firestone llc,Transportation
ONLINE ORDER PASSPORT PHOTO,Other
POS Transaction Visa,Travel
Beverage  #3139,Groceries
SOUTHWEST STORE  #3269,Travel
PURCHASE AT WALMART,Shopping
Payment to Netflix,Entertainment
HELLOFRESH,Subscriptions
school supplies  #4451,Education
TRANSFER TO SAT PREP,Education
meijer  #5459,Groceries
Payment to Macy's payment,Shopping
Electrician Service,Rent & Housing
temu,Shopping
Flipkart,Shopping
PAYMENT TO CHINESE TAKEAWAY  #7507,Food & Dining
Payment to HelloFresh llc,Subscriptions
Bank Fee,Other
ONLINE ORDER X-RAY STORE  #3877,Health & Fitness
Travel Photography  6/4,Travel
CREDIT CARD LAWN CARE,Bills & Utilities
CREDIT CARD SPEEDING TICKET  9/14,Other
Sweetgreen  10/5,Food & Dining
PAYMENT TO BONUS INC,Income
Credit Card Direct Deposit inc,Income
CONSULTING  #5938,Income
ACH Lottery Ticket  #415,Other
Sprouts Farmers Market,Groceries
Credit Card BP Fuel,Transportation
Dry Cleaning,Other
AMTRAK  #3156,Transportation
Credit Card Board Game,Entertainment
POS Transaction Political Contribution payment,Other
Debit Card Apartment  #2333  10/14,Rent & Housing
MEXICAN GROCERY,Groceries
dick's sporting goods inc  #3253,Shopping
RESTAURANT  10/19,Food & Dining
Purchase at Chegg  #1274,Education
GRE TEST,Education
Comedy Show  #7171,Entertainment
ach in-n-out,Food & Dining
Online order Mini Golf  #5639,Entertainment
VENMO DEPOSIT,Income
SALESFORCE  #4467,Subscriptions
Debit Card Library Fine payment,Education
DEBIT CARD ROOF REPAIR,Rent & Housing
Notary  #2523,Other
UBER EARNINGS,Income
KARAOKE,Entertainment
Bar  2/16,Entertainment
Transfer to Plumber,Rent & Housing
LOTTERY TICKET,Other
CONCERT TICKETS  #2107,Entertainment
google one  11/15,Subscriptions
Victoria's Secret,Shopping
Online order Door Lock,Rent & Housing
Online order Spirit Airlines,Travel
FITNESS APP,Health & Fitness
Purchase at Extra Space Storage,Rent & Housing
DEBIT CARD LIBERTY UTILITIES,Bills & Utilities
Starbucks  6/24,Food & Dining
ONLINE ORDER DELTA,Travel
Surgery,Health & Fitness
Transfer to Venmo Deposit llc  6/10,Income
ach youtube ad revenue,Income
TRADER JOE'S,Groceries
Debit Card Publix,Groceries
College  3/24,Education
PURCHASE AT LINKEDIN LEARNING,Education
Zara  #5146,Shopping
Arcade  #8557,Entertainment
LEASING OFFICE,Rent & Housing
Nordstrom  4/10,Shopping
Online order Safeway,Groceries
UDEMY  #7002  8/20,Education
Purchase at Duke Energy,Bills & Utilities
Transfer to Marriott  9/18,Travel
Personal Trainer llc,Health & Fitness
CREDIT CARD UBER POOL  #9491,Transportation
WATER BILL  #2118,Bills & Utilities
WAWA GAS,Transportation
POS TRANSACTION LOCAL DINER  #5147,Food & Dining
purchase at kroger payment,Groceries
ACH YouTube Premium payment  #3329,Subscriptions
Kaiser Permanente,Health & Fitness
Organic Food llc  4/1,Groceries
VETERINARY  #3821,Other
ACH DMV,Transportation
UNITED AIRLINES,Travel
PELOTON  #2182,Health & Fitness
passport,Travel
lululemon,Shopping
SOLD ITEMS,Income
Uber Eats,Food & Dining
CREDIT CARD BOARD GAME,Entertainment
ONLINE ORDER FURNITURE ASSEMBLY STORE,Rent & Housing
ULTA LLC,Shopping
CREDIT CARD WALMART GROCERY  #4964,Groceries
CREDIT CARD HELLOFRESH  #8022,Subscriptions
Avis,Travel
DEBIT CARD DONATION,Other
Road Trip,Travel
SAMSONITE INC,Travel
CREDIT CARD REI,Travel
pos transaction bart,Transportation
THEME PARK,Entertainment
WALGREENS  #4790,Health & Fitness
health insurance  #2238,Health & Fitness
VISA,Travel
POS Transaction Shopify  2/13,Subscriptions
ADT Security,Bills & Utilities
Extra Space Storage,Rent & Housing
CREDIT CARD MUSIC ROYALTY  #4421,Income
KARAOKE,Entertainment
CREDIT CARD CALM PAYMENT  #596  12/4,Health & Fitness
Expedia,Travel
ACH WEBSITE HOSTING,Subscriptions
KAISER PERMANENTE,Health & Fitness
DEBIT CARD SMOOTHIE KING  #3163  6/12,Food & Dining
Debit Card Arcade llc,Entertainment
ach alamo,Travel
Debit Card Babysitter  11/20,Other
transfer to bank fee store,Other
SUBWAY  2/18,Food & Dining
Online order Target,Shopping
ACH STARBUCKS,Food & Dining
ROOF REPAIR  7/17,Rent & Housing
Online order Surgery,Health & Fitness
LINKEDIN LEARNING  7/3,Education
DEBIT CARD SPA,Health & Fitness
KAYAK,Travel
Payment to Personal Trainer inc  #486,Health & Fitness
POS Transaction eBay inc,Shopping
ONLINE ORDER 1PASSWORD SHOP  #5147,Subscriptions
Coursera  3/4,Education
MARSHALLS,Shopping
Uber Eats llc  #7485,Food & Dining
ESCAPE ROOM  #8092,Entertainment
MYNTRA,Shopping
PAYMENT TO SPEEDING TICKET STORE,Other
POS TRANSACTION TEMU,Shopping
DMV,Transportation
ESCAPE ROOM ONLINE,Entertainment
TRANSFER TO X-RAY,Health & Fitness
Online order Target Grocery shop  1/18,Groceries
Bonus,Income
SCHOOL SUPPLIES,Education
BOOK CLUB,Entertainment
CREDIT CARD GAP ONLINE,Shopping
Debit Card Storage Unit  #4333  8/23,Rent & Housing
POS TRANSACTION STUBHUB  #955,Entertainment
ACH BOARD GAME STORE,Entertainment
ACCOUNTING,Other
ACH ARCADE,Entertainment
ELECTRIC BILL  2/21,Bills & Utilities
HOA Fee,Rent & Housing
Online order Asos  11/14,Shopping
Online order Charity,Other
Online order Road Trip,Travel
Restaurant  #8736,Food & Dining
Payment to Interest Income inc,Income
Best Buy,Shopping
GRAMMARLY PAYMENT,Subscriptions
PUBLIC STORAGE,Rent & Housing
ACH ICLOUD,Subscriptions
Beverage,Groceries
bakery,Groceries
SOLD ITEMS,Income
DEBIT CARD SEWER SERVICE PAYMENT,Bills & Utilities
SONY  #6930,Shopping
PAYMENT TO MEIJER  11/8,Groceries
credit card library fine payment,Education
DEBIT CARD GIFT SHOP  #1027,Shopping
Cold Stone  #3720,Food & Dining
Toll inc,Transportation
Credit Card Bulk Food online  #5831  5/13,Groceries
Electrician online,Bills & Utilities
GRUBHUB ONLINE  #8377,Food & Dining
Transfer to Electric Bill,Bills & Utilities
ACH Hertz  #3344,Travel
Dentist  #5250  9/11,Health & Fitness
FROZEN FOOD  #3084,Groceries
Marathon Gas  #6436,Transportation
POS Transaction Car Wash shop  #2456  9/9,Transportation
Beverage,Groceries
Payment to Dashlane,Subscriptions
Netflix  11/24,Entertainment
Cox Communications llc,Bills & Utilities
skillshare  #5528,Education
TRANSFER TO SPICES,Groceries
door lock  6/21,Rent & Housing
bp fuel llc,Transportation
Transfer to Wayfair,Shopping
CREDIT CARD TRAVEL PHOTOGRAPHY ONLINE,Travel
Student Loan llc,Education
CREDIT CARD PLAYSTATION STORE,Entertainment
H&M,Shopping
Theme Park,Entertainment
STOP & SHOP,Groceries
Part Time Job,Income
Debit Card Breakfast Diner,Food & Dining
x-ray inc  1/24,Health & Fitness
Breakfast Diner,Food & Dining
POS TRANSACTION SWEETGREEN,Food & Dining
ADOBE  #2600,Subscriptions
Bakery,Groceries
COURSERA SHOP  #9865,Education
KAYAK,Travel
TRANSFER TO CHIPOTLE  #8332,Food & Dining
Transfer to Flight Booking,Transportation
DOMAIN NAME,Subscriptions
GAS BILL INC,Bills & Utilities
UPS,Other
Credit Card Swiggy  #3002,Food & Dining
Albertsons,Groceries
property tax,Bills & Utilities
PURCHASE AT THEME PARK  #407,Entertainment
Credit Card Freelance,Income
Payment to Tutoring Income,Income
payment to udemy,Education
BOOKSTORE,Education
Chegg online,Education
CREDIT CARD ITALIAN BISTRO,Food & Dining
Transfer to Vegetable Stand,Groceries
PURCHASE AT MARRIOTT SHOP  #3231,Travel
TICKETMASTER  #892,Entertainment
expedia inc,Travel
PLUMBING,Bills & Utilities
Contact Lenses inc  #542,Health & Fitness
POS TRANSACTION SAMSONITE,Travel
INDIAN GROCERY  #9380,Groceries
DRY CLEANING  #1419,Other
Credit Card Rite Aid,Health & Fitness
PASSPORT PHOTO,Other
Debit Card Hospital  #4256,Health & Fitness
Doctor Visit,Health & Fitness
SOLD ITEMS  #2717,Income
Aldi  #1024,Groceries
domain name,Subscriptions
Purchase at Sony payment  #8523  8/3,Shopping
ZOMATO STORE,Food & Dining
PURCHASE AT FOOD LION,Groceries
Debit Card Jewelry Store  #4236,Shopping
Language App llc  11/26,Education
STOCK SALE,Income
BANK FEE,Other
AIRTEL  #2177,Bills & Utilities
COMEDY SHOW STORE,Entertainment
